stress_case,round,datetime,year,month,day,day_of_week,season,date,hour,firm_id,technology_group_or_portfolio,firm_dispatch_mw,firm_revenue,firm_production_cost,firm_profit
high,246,2020-07-11 05:00:00,2020,7,11,Saturday,summer,2020-07-11,6,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,247,2020-07-11 06:00:00,2020,7,11,Saturday,summer,2020-07-11,7,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,247,2020-07-11 06:00:00,2020,7,11,Saturday,summer,2020-07-11,7,Firm_CC,Gas_CC,935.0,26266.897908900002,25790.810639400002,476.0872694999998
high,247,2020-07-11 06:00:00,2020,7,11,Saturday,summer,2020-07-11,7,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,247,2020-07-11 06:00:00,2020,7,11,Saturday,summer,2020-07-11,7,Firm_Coal,Coal,2317.0,65091.33952398001,57390.892250619996,7700.447273360009
high,247,2020-07-11 06:00:00,2020,7,11,Saturday,summer,2020-07-11,7,Firm_Nuclear,Nuclear,400.0,11237.175576000001,3241.4,7995.775576000002
high,247,2020-07-11 06:00:00,2020,7,11,Saturday,summer,2020-07-11,7,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,248,2020-07-11 07:00:00,2020,7,11,Saturday,summer,2020-07-11,8,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,248,2020-07-11 07:00:00,2020,7,11,Saturday,summer,2020-07-11,8,Firm_CC,Gas_CC,1325.1,37380.482046054,36780.198097554,600.2839484999986
high,248,2020-07-11 07:00:00,2020,7,11,Saturday,summer,2020-07-11,8,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,248,2020-07-11 07:00:00,2020,7,11,Saturday,summer,2020-07-11,8,Firm_Coal,Coal,2317.0,65361.54018618,57390.892250619996,7970.647935560004
high,248,2020-07-11 07:00:00,2020,7,11,Saturday,summer,2020-07-11,8,Firm_Nuclear,Nuclear,400.0,11283.822216,3241.4,8042.422216000001
high,248,2020-07-11 07:00:00,2020,7,11,Saturday,summer,2020-07-11,8,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,249,2020-07-11 08:00:00,2020,7,11,Saturday,summer,2020-07-11,9,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,249,2020-07-11 08:00:00,2020,7,11,Saturday,summer,2020-07-11,9,Firm_CC,Gas_CC,1758.8999999999996,50465.603915297994,49180.85826919799,1284.745646100002
high,249,2020-07-11 08:00:00,2020,7,11,Saturday,summer,2020-07-11,9,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,249,2020-07-11 08:00:00,2020,7,11,Saturday,summer,2020-07-11,9,Firm_Coal,Coal,2317.0,66478.36958994,57390.892250619996,9087.477339320012
high,249,2020-07-11 08:00:00,2020,7,11,Saturday,summer,2020-07-11,9,Firm_Nuclear,Nuclear,400.0,11476.628328,3241.4,8235.228328000001
high,249,2020-07-11 08:00:00,2020,7,11,Saturday,summer,2020-07-11,9,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,250,2020-07-11 09:00:00,2020,7,11,Saturday,summer,2020-07-11,10,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,250,2020-07-11 09:00:00,2020,7,11,Saturday,summer,2020-07-11,10,Firm_CC,Gas_CC,2191.7,66657.50745897599,61704.819893076,4952.687565899991
high,250,2020-07-11 09:00:00,2020,7,11,Saturday,summer,2020-07-11,10,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,250,2020-07-11 09:00:00,2020,7,11,Saturday,summer,2020-07-11,10,Firm_Coal,Coal,2317.0,70468.33270176,57390.892250619996,13077.440451139999
high,250,2020-07-11 09:00:00,2020,7,11,Saturday,summer,2020-07-11,10,Firm_Nuclear,Nuclear,400.0,12165.443712,3241.4,8924.043712
high,250,2020-07-11 09:00:00,2020,7,11,Saturday,summer,2020-07-11,10,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,251,2020-07-11 10:00:00,2020,7,11,Saturday,summer,2020-07-11,11,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,251,2020-07-11 10:00:00,2020,7,11,Saturday,summer,2020-07-11,11,Firm_CC,Gas_CC,2585.8999999999996,79752.268078932,73737.008926032,6015.259152900006
high,251,2020-07-11 10:00:00,2020,7,11,Saturday,summer,2020-07-11,11,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,251,2020-07-11 10:00:00,2020,7,11,Saturday,summer,2020-07-11,11,Firm_Coal,Coal,2317.0,71459.06846316,57390.892250619996,14068.176212540006
high,251,2020-07-11 10:00:00,2020,7,11,Saturday,summer,2020-07-11,11,Firm_Nuclear,Nuclear,400.0,12336.481392,3241.4,9095.081392
high,251,2020-07-11 10:00:00,2020,7,11,Saturday,summer,2020-07-11,11,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,252,2020-07-11 11:00:00,2020,7,11,Saturday,summer,2020-07-11,12,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,252,2020-07-11 11:00:00,2020,7,11,Saturday,summer,2020-07-11,12,Firm_CC,Gas_CC,2911.5,89997.88147056,83783.90763126001,6213.973839299986
high,252,2020-07-11 11:00:00,2020,7,11,Saturday,summer,2020-07-11,12,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,252,2020-07-11 11:00:00,2020,7,11,Saturday,summer,2020-07-11,12,Firm_Coal,Coal,2317.0,71621.18886048,57390.892250619996,14230.296609860003
high,252,2020-07-11 11:00:00,2020,7,11,Saturday,summer,2020-07-11,12,Firm_Nuclear,Nuclear,400.0,12364.469376,3241.4,9123.069376
high,252,2020-07-11 11:00:00,2020,7,11,Saturday,summer,2020-07-11,12,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,253,2020-07-11 12:00:00,2020,7,11,Saturday,summer,2020-07-11,13,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,253,2020-07-11 12:00:00,2020,7,11,Saturday,summer,2020-07-11,13,Firm_CC,Gas_CC,3158.3,97626.75907555199,91412.785236252,6213.973839299986
high,253,2020-07-11 12:00:00,2020,7,11,Saturday,summer,2020-07-11,13,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,253,2020-07-11 12:00:00,2020,7,11,Saturday,summer,2020-07-11,13,Firm_Coal,Coal,2317.0,71621.18886048,57390.892250619996,14230.296609860003
high,253,2020-07-11 12:00:00,2020,7,11,Saturday,summer,2020-07-11,13,Firm_Nuclear,Nuclear,400.0,12364.469376,3241.4,9123.069376
high,253,2020-07-11 12:00:00,2020,7,11,Saturday,summer,2020-07-11,13,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,254,2020-07-11 13:00:00,2020,7,11,Saturday,summer,2020-07-11,14,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,254,2020-07-11 13:00:00,2020,7,11,Saturday,summer,2020-07-11,14,Firm_CC,Gas_CC,3200.5,141641.32703985,92790.63329985,48850.693739999995
high,254,2020-07-11 13:00:00,2020,7,11,Saturday,summer,2020-07-11,14,Firm_CT,Gas_CT,165.0,7302.239950499999,6633.2688246,668.9711258999996
high,254,2020-07-11 13:00:00,2020,7,11,Saturday,summer,2020-07-11,14,Firm_Coal,Coal,2317.0,102541.15130489999,57390.892250619996,45150.259054279995
high,254,2020-07-11 13:00:00,2020,7,11,Saturday,summer,2020-07-11,14,Firm_Nuclear,Nuclear,400.0,17702.399879999997,3241.4,14460.999879999998
high,254,2020-07-11 13:00:00,2020,7,11,Saturday,summer,2020-07-11,14,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,255,2020-07-11 14:00:00,2020,7,11,Saturday,summer,2020-07-11,15,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,255,2020-07-11 14:00:00,2020,7,11,Saturday,summer,2020-07-11,15,Firm_CC,Gas_CC,3361.3,148757.69179161,99906.99805161,48850.693739999995
high,255,2020-07-11 14:00:00,2020,7,11,Saturday,summer,2020-07-11,15,Firm_CT,Gas_CT,165.0,7302.239950499999,6633.2688246,668.9711258999996
high,255,2020-07-11 14:00:00,2020,7,11,Saturday,summer,2020-07-11,15,Firm_Coal,Coal,2317.0,102541.15130489999,57390.892250619996,45150.259054279995
high,255,2020-07-11 14:00:00,2020,7,11,Saturday,summer,2020-07-11,15,Firm_Nuclear,Nuclear,400.0,17702.399879999997,3241.4,14460.999879999998
high,255,2020-07-11 14:00:00,2020,7,11,Saturday,summer,2020-07-11,15,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,256,2020-07-11 15:00:00,2020,7,11,Saturday,summer,2020-07-11,16,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,256,2020-07-11 15:00:00,2020,7,11,Saturday,summer,2020-07-11,16,Firm_CC,Gas_CC,3402.3999999999996,150576.61337927997,101725.91963927998,48850.693739999995
high,256,2020-07-11 15:00:00,2020,7,11,Saturday,summer,2020-07-11,16,Firm_CT,Gas_CT,165.0,7302.239950499999,6633.2688246,668.9711258999996
high,256,2020-07-11 15:00:00,2020,7,11,Saturday,summer,2020-07-11,16,Firm_Coal,Coal,2317.0,102541.15130489999,57390.892250619996,45150.259054279995
high,256,2020-07-11 15:00:00,2020,7,11,Saturday,summer,2020-07-11,16,Firm_Nuclear,Nuclear,400.0,17702.399879999997,3241.4,14460.999879999998
high,256,2020-07-11 15:00:00,2020,7,11,Saturday,summer,2020-07-11,16,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,257,2020-07-11 16:00:00,2020,7,11,Saturday,summer,2020-07-11,17,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,257,2020-07-11 16:00:00,2020,7,11,Saturday,summer,2020-07-11,17,Firm_CC,Gas_CC,3294.8,145814.66781156,96963.97407156,48850.693739999995
high,257,2020-07-11 16:00:00,2020,7,11,Saturday,summer,2020-07-11,17,Firm_CT,Gas_CT,165.0,7302.239950499999,6633.2688246,668.9711258999996
high,257,2020-07-11 16:00:00,2020,7,11,Saturday,summer,2020-07-11,17,Firm_Coal,Coal,2317.0,102541.15130489999,57390.892250619996,45150.259054279995
high,257,2020-07-11 16:00:00,2020,7,11,Saturday,summer,2020-07-11,17,Firm_Nuclear,Nuclear,400.0,17702.399879999997,3241.4,14460.999879999998
high,257,2020-07-11 16:00:00,2020,7,11,Saturday,summer,2020-07-11,17,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,258,2020-07-11 17:00:00,2020,7,11,Saturday,summer,2020-07-11,18,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,258,2020-07-11 17:00:00,2020,7,11,Saturday,summer,2020-07-11,18,Firm_CC,Gas_CC,3195.0,128444.2054218,92547.2253015,35896.9801203
high,258,2020-07-11 17:00:00,2020,7,11,Saturday,summer,2020-07-11,18,Firm_CT,Gas_CT,27.5,1105.5448041,1105.5448041,0.0
high,258,2020-07-11 17:00:00,2020,7,11,Saturday,summer,2020-07-11,18,Firm_Coal,Coal,2317.0,93147.17494908,57390.892250619996,35756.28269846
high,258,2020-07-11 17:00:00,2020,7,11,Saturday,summer,2020-07-11,18,Firm_Nuclear,Nuclear,400.0,16080.651696,3241.4,12839.251696000001
high,258,2020-07-11 17:00:00,2020,7,11,Saturday,summer,2020-07-11,18,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,259,2020-07-11 18:00:00,2020,7,11,Saturday,summer,2020-07-11,19,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,259,2020-07-11 18:00:00,2020,7,11,Saturday,summer,2020-07-11,19,Firm_CC,Gas_CC,2923.3999999999996,90365.72443449598,84151.75059519599,6213.973839299986
high,259,2020-07-11 18:00:00,2020,7,11,Saturday,summer,2020-07-11,19,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,259,2020-07-11 18:00:00,2020,7,11,Saturday,summer,2020-07-11,19,Firm_Coal,Coal,2317.0,71621.18886048,57390.892250619996,14230.296609860003
high,259,2020-07-11 18:00:00,2020,7,11,Saturday,summer,2020-07-11,19,Firm_Nuclear,Nuclear,400.0,12364.469376,3241.4,9123.069376
high,259,2020-07-11 18:00:00,2020,7,11,Saturday,summer,2020-07-11,19,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,260,2020-07-11 19:00:00,2020,7,11,Saturday,summer,2020-07-11,20,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,260,2020-07-11 19:00:00,2020,7,11,Saturday,summer,2020-07-11,20,Firm_CC,Gas_CC,2822.3999999999996,87046.212701952,81030.95354905199,6015.259152900006
high,260,2020-07-11 19:00:00,2020,7,11,Saturday,summer,2020-07-11,20,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,260,2020-07-11 19:00:00,2020,7,11,Saturday,summer,2020-07-11,20,Firm_Coal,Coal,2317.0,71459.06846316,57390.892250619996,14068.176212540006
high,260,2020-07-11 19:00:00,2020,7,11,Saturday,summer,2020-07-11,20,Firm_Nuclear,Nuclear,400.0,12336.481392,3241.4,9095.081392
high,260,2020-07-11 19:00:00,2020,7,11,Saturday,summer,2020-07-11,20,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,261,2020-07-11 20:00:00,2020,7,11,Saturday,summer,2020-07-11,21,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,261,2020-07-11 20:00:00,2020,7,11,Saturday,summer,2020-07-11,21,Firm_CC,Gas_CC,2575.6000000000004,79434.60368308802,73419.34453018801,6015.259152900006
high,261,2020-07-11 20:00:00,2020,7,11,Saturday,summer,2020-07-11,21,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,261,2020-07-11 20:00:00,2020,7,11,Saturday,summer,2020-07-11,21,Firm_Coal,Coal,2317.0,71459.06846316,57390.892250619996,14068.176212540006
high,261,2020-07-11 20:00:00,2020,7,11,Saturday,summer,2020-07-11,21,Firm_Nuclear,Nuclear,400.0,12336.481392,3241.4,9095.081392
high,261,2020-07-11 20:00:00,2020,7,11,Saturday,summer,2020-07-11,21,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,262,2020-07-11 21:00:00,2020,7,11,Saturday,summer,2020-07-11,22,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,262,2020-07-11 21:00:00,2020,7,11,Saturday,summer,2020-07-11,22,Firm_CC,Gas_CC,2219.0,67487.79899232,62535.11142642,4952.687565899991
high,262,2020-07-11 21:00:00,2020,7,11,Saturday,summer,2020-07-11,22,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,262,2020-07-11 21:00:00,2020,7,11,Saturday,summer,2020-07-11,22,Firm_Coal,Coal,2317.0,70468.33270176,57390.892250619996,13077.440451139999
high,262,2020-07-11 21:00:00,2020,7,11,Saturday,summer,2020-07-11,22,Firm_Nuclear,Nuclear,400.0,12165.443712,3241.4,8924.043712
high,262,2020-07-11 21:00:00,2020,7,11,Saturday,summer,2020-07-11,22,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,263,2020-07-11 22:00:00,2020,7,11,Saturday,summer,2020-07-11,23,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,263,2020-07-11 22:00:00,2020,7,11,Saturday,summer,2020-07-11,23,Firm_CC,Gas_CC,1830.6000000000004,52522.78954309202,51238.043896992014,1284.745646100002
high,263,2020-07-11 22:00:00,2020,7,11,Saturday,summer,2020-07-11,23,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,263,2020-07-11 22:00:00,2020,7,11,Saturday,summer,2020-07-11,23,Firm_Coal,Coal,2317.0,66478.36958994,57390.892250619996,9087.477339320012
high,263,2020-07-11 22:00:00,2020,7,11,Saturday,summer,2020-07-11,23,Firm_Nuclear,Nuclear,400.0,11476.628328,3241.4,8235.228328000001
high,263,2020-07-11 22:00:00,2020,7,11,Saturday,summer,2020-07-11,23,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,264,2020-07-11 23:00:00,2020,7,11,Saturday,summer,2020-07-11,24,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,264,2020-07-11 23:00:00,2020,7,11,Saturday,summer,2020-07-11,24,Firm_CC,Gas_CC,1483.8999999999996,42575.42193979799,41290.676293697994,1284.745646100002
high,264,2020-07-11 23:00:00,2020,7,11,Saturday,summer,2020-07-11,24,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,264,2020-07-11 23:00:00,2020,7,11,Saturday,summer,2020-07-11,24,Firm_Coal,Coal,2317.0,66478.36958994,57390.892250619996,9087.477339320012
high,264,2020-07-11 23:00:00,2020,7,11,Saturday,summer,2020-07-11,24,Firm_Nuclear,Nuclear,400.0,11476.628328,3241.4,8235.228328000001
high,264,2020-07-11 23:00:00,2020,7,11,Saturday,summer,2020-07-11,24,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,265,2020-07-12 00:00:00,2020,7,12,Sunday,summer,2020-07-12,1,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,265,2020-07-12 00:00:00,2020,7,12,Sunday,summer,2020-07-12,1,Firm_CC,Gas_CC,1223.4,34511.570247636,33911.286299136,600.2839484999986
high,265,2020-07-12 00:00:00,2020,7,12,Sunday,summer,2020-07-12,1,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,265,2020-07-12 00:00:00,2020,7,12,Sunday,summer,2020-07-12,1,Firm_Coal,Coal,2317.0,65361.54018618,57390.892250619996,7970.647935560004
high,265,2020-07-12 00:00:00,2020,7,12,Sunday,summer,2020-07-12,1,Firm_Nuclear,Nuclear,400.0,11283.822216,3241.4,8042.422216000001
high,265,2020-07-12 00:00:00,2020,7,12,Sunday,summer,2020-07-12,1,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,266,2020-07-12 01:00:00,2020,7,12,Sunday,summer,2020-07-12,2,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,266,2020-07-12 01:00:00,2020,7,12,Sunday,summer,2020-07-12,2,Firm_CC,Gas_CC,1019.0999999999999,28629.514073754,28153.426804254,476.0872694999998
high,266,2020-07-12 01:00:00,2020,7,12,Sunday,summer,2020-07-12,2,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,266,2020-07-12 01:00:00,2020,7,12,Sunday,summer,2020-07-12,2,Firm_Coal,Coal,2317.0,65091.33952398001,57390.892250619996,7700.447273360009
high,266,2020-07-12 01:00:00,2020,7,12,Sunday,summer,2020-07-12,2,Firm_Nuclear,Nuclear,400.0,11237.175576000001,3241.4,7995.775576000002
high,266,2020-07-12 01:00:00,2020,7,12,Sunday,summer,2020-07-12,2,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,267,2020-07-12 02:00:00,2020,7,12,Sunday,summer,2020-07-12,3,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,267,2020-07-12 02:00:00,2020,7,12,Sunday,summer,2020-07-12,3,Firm_CC,Gas_CC,879.0,24693.69332826,24217.60605876,476.0872694999998
high,267,2020-07-12 02:00:00,2020,7,12,Sunday,summer,2020-07-12,3,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,267,2020-07-12 02:00:00,2020,7,12,Sunday,summer,2020-07-12,3,Firm_Coal,Coal,2317.0,65091.33952398001,57390.892250619996,7700.447273360009
high,267,2020-07-12 02:00:00,2020,7,12,Sunday,summer,2020-07-12,3,Firm_Nuclear,Nuclear,400.0,11237.175576000001,3241.4,7995.775576000002
high,267,2020-07-12 02:00:00,2020,7,12,Sunday,summer,2020-07-12,3,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,268,2020-07-12 03:00:00,2020,7,12,Sunday,summer,2020-07-12,4,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,268,2020-07-12 03:00:00,2020,7,12,Sunday,summer,2020-07-12,4,Firm_CC,Gas_CC,772.5999999999999,21704.604625043998,21228.517355543998,476.0872694999998
high,268,2020-07-12 03:00:00,2020,7,12,Sunday,summer,2020-07-12,4,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,268,2020-07-12 03:00:00,2020,7,12,Sunday,summer,2020-07-12,4,Firm_Coal,Coal,2317.0,65091.33952398001,57390.892250619996,7700.447273360009
high,268,2020-07-12 03:00:00,2020,7,12,Sunday,summer,2020-07-12,4,Firm_Nuclear,Nuclear,400.0,11237.175576000001,3241.4,7995.775576000002
high,268,2020-07-12 03:00:00,2020,7,12,Sunday,summer,2020-07-12,4,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,269,2020-07-12 04:00:00,2020,7,12,Sunday,summer,2020-07-12,5,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,269,2020-07-12 04:00:00,2020,7,12,Sunday,summer,2020-07-12,5,Firm_CC,Gas_CC,677.0999999999999,19008.568772963998,18546.281134464,462.2876385000018
high,269,2020-07-12 04:00:00,2020,7,12,Sunday,summer,2020-07-12,5,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,269,2020-07-12 04:00:00,2020,7,12,Sunday,summer,2020-07-12,5,Firm_Coal,Coal,2317.0,65046.30608028,57390.892250619996,7655.413829660009
high,269,2020-07-12 04:00:00,2020,7,12,Sunday,summer,2020-07-12,5,Firm_Nuclear,Nuclear,400.0,11229.401136,3241.4,7988.001136000001
high,269,2020-07-12 04:00:00,2020,7,12,Sunday,summer,2020-07-12,5,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,270,2020-07-12 05:00:00,2020,7,12,Sunday,summer,2020-07-12,6,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,270,2020-07-12 05:00:00,2020,7,12,Sunday,summer,2020-07-12,6,Firm_CC,Gas_CC,665.5,18682.916140020003,18220.62850152,462.2876385000018
high,270,2020-07-12 05:00:00,2020,7,12,Sunday,summer,2020-07-12,6,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,270,2020-07-12 05:00:00,2020,7,12,Sunday,summer,2020-07-12,6,Firm_Coal,Coal,2317.0,65046.30608028,57390.892250619996,7655.413829660009
high,270,2020-07-12 05:00:00,2020,7,12,Sunday,summer,2020-07-12,6,Firm_Nuclear,Nuclear,400.0,11229.401136,3241.4,7988.001136000001
high,270,2020-07-12 05:00:00,2020,7,12,Sunday,summer,2020-07-12,6,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,271,2020-07-12 06:00:00,2020,7,12,Sunday,summer,2020-07-12,7,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,271,2020-07-12 06:00:00,2020,7,12,Sunday,summer,2020-07-12,7,Firm_CC,Gas_CC,935.5999999999999,26283.753672264,25807.666402764,476.0872694999998
high,271,2020-07-12 06:00:00,2020,7,12,Sunday,summer,2020-07-12,7,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,271,2020-07-12 06:00:00,2020,7,12,Sunday,summer,2020-07-12,7,Firm_Coal,Coal,2317.0,65091.33952398001,57390.892250619996,7700.447273360009
high,271,2020-07-12 06:00:00,2020,7,12,Sunday,summer,2020-07-12,7,Firm_Nuclear,Nuclear,400.0,11237.175576000001,3241.4,7995.775576000002
high,271,2020-07-12 06:00:00,2020,7,12,Sunday,summer,2020-07-12,7,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,272,2020-07-12 07:00:00,2020,7,12,Sunday,summer,2020-07-12,8,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,272,2020-07-12 07:00:00,2020,7,12,Sunday,summer,2020-07-12,8,Firm_CC,Gas_CC,1360.6,38381.921267724,37781.637319224,600.2839484999986
high,272,2020-07-12 07:00:00,2020,7,12,Sunday,summer,2020-07-12,8,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,272,2020-07-12 07:00:00,2020,7,12,Sunday,summer,2020-07-12,8,Firm_Coal,Coal,2317.0,65361.54018618,57390.892250619996,7970.647935560004
high,272,2020-07-12 07:00:00,2020,7,12,Sunday,summer,2020-07-12,8,Firm_Nuclear,Nuclear,400.0,11283.822216,3241.4,8042.422216000001
high,272,2020-07-12 07:00:00,2020,7,12,Sunday,summer,2020-07-12,8,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,273,2020-07-12 08:00:00,2020,7,12,Sunday,summer,2020-07-12,9,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,273,2020-07-12 08:00:00,2020,7,12,Sunday,summer,2020-07-12,9,Firm_CC,Gas_CC,1820.5,52233.00467781001,50948.259031710004,1284.745646100002
high,273,2020-07-12 08:00:00,2020,7,12,Sunday,summer,2020-07-12,9,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,273,2020-07-12 08:00:00,2020,7,12,Sunday,summer,2020-07-12,9,Firm_Coal,Coal,2317.0,66478.36958994,57390.892250619996,9087.477339320012
high,273,2020-07-12 08:00:00,2020,7,12,Sunday,summer,2020-07-12,9,Firm_Nuclear,Nuclear,400.0,11476.628328,3241.4,8235.228328000001
high,273,2020-07-12 08:00:00,2020,7,12,Sunday,summer,2020-07-12,9,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,274,2020-07-12 09:00:00,2020,7,12,Sunday,summer,2020-07-12,10,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,274,2020-07-12 09:00:00,2020,7,12,Sunday,summer,2020-07-12,10,Firm_CC,Gas_CC,2286.2,69531.59353593599,64578.905970035994,4952.687565899991
high,274,2020-07-12 09:00:00,2020,7,12,Sunday,summer,2020-07-12,10,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,274,2020-07-12 09:00:00,2020,7,12,Sunday,summer,2020-07-12,10,Firm_Coal,Coal,2317.0,70468.33270176,57390.892250619996,13077.440451139999
high,274,2020-07-12 09:00:00,2020,7,12,Sunday,summer,2020-07-12,10,Firm_Nuclear,Nuclear,400.0,12165.443712,3241.4,8924.043712
high,274,2020-07-12 09:00:00,2020,7,12,Sunday,summer,2020-07-12,10,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,275,2020-07-12 10:00:00,2020,7,12,Sunday,summer,2020-07-12,11,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,275,2020-07-12 10:00:00,2020,7,12,Sunday,summer,2020-07-12,11,Firm_CC,Gas_CC,2685.7,82830.22018623601,76814.961033336,6015.259152900006
high,275,2020-07-12 10:00:00,2020,7,12,Sunday,summer,2020-07-12,11,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,275,2020-07-12 10:00:00,2020,7,12,Sunday,summer,2020-07-12,11,Firm_Coal,Coal,2317.0,71459.06846316,57390.892250619996,14068.176212540006
high,275,2020-07-12 10:00:00,2020,7,12,Sunday,summer,2020-07-12,11,Firm_Nuclear,Nuclear,400.0,12336.481392,3241.4,9095.081392
high,275,2020-07-12 10:00:00,2020,7,12,Sunday,summer,2020-07-12,11,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,276,2020-07-12 11:00:00,2020,7,12,Sunday,summer,2020-07-12,12,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
high,276,2020-07-12 11:00:00,2020,7,12,Sunday,summer,2020-07-12,12,Firm_CC,Gas_CC,3002.1000000000004,92798.433784224,86584.45994492402,6213.973839299986
high,276,2020-07-12 11:00:00,2020,7,12,Sunday,summer,2020-07-12,12,Firm_CT,Gas_CT,0.0,0.0,0.0,0.0
high,276,2020-07-12 11:00:00,2020,7,12,Sunday,summer,2020-07-12,12,Firm_Coal,Coal,2317.0,71621.18886048,57390.892250619996,14230.296609860003
high,276,2020-07-12 11:00:00,2020,7,12,Sunday,summer,2020-07-12,12,Firm_Nuclear,Nuclear,400.0,12364.469376,3241.4,9123.069376
high,276,2020-07-12 11:00:00,2020,7,12,Sunday,summer,2020-07-12,12,Firm_Oil,Oil,0.0,0.0,0.0,0.0
high,277,2020-07-12 12:00:00,2020,7,12,Sunday,summer,2020-07-12,13,Firm_Backstop,Backstop,0.0,0.0,0.0,0.0
