stress_case,round,datetime,year,month,day,day_of_week,season,date,hour,load_mw,total_generation_mw,market_price,total_production_cost,total_consumer_payment,total_generator_profit,marginal_gen_id,marginal_firm_id,marginal_technology_group,backstop_dispatch_mw,backstop_dispatched,reserve_margin_excluding_backstop,reserve_margin_including_backstop
high,386,2020-07-17 01:00:00,2020,7,17,Friday,summer,2020-07-17,2,4025.0,4025.0,28.20955554,96930.10694843999,113543.4610485,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0064596273291926,1.1306832298136644
high,387,2020-07-17 02:00:00,2020,7,17,Friday,summer,2020-07-17,3,3908.2,3908.2,28.20955554,93635.23086136799,110248.584961428,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0664244409190933,1.19436057520086
high,388,2020-07-17 03:00:00,2020,7,17,Friday,summer,2020-07-17,4,3871.0,3871.0,28.20955554,92585.83539528,109199.18949534,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0862826143115476,1.215448204598295
high,389,2020-07-17 04:00:00,2020,7,17,Friday,summer,2020-07-17,5,3899.7,3899.7,28.20955554,93395.449639278,110008.803739338,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.070928532964074,1.1991435238608097
high,390,2020-07-17 05:00:00,2020,7,17,Friday,summer,2020-07-17,6,4034.1,4034.1,28.20955554,97186.813903854,113800.168003914,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0019335167695398,1.1258768994323392
high,391,2020-07-17 06:00:00,2020,7,17,Friday,summer,2020-07-17,7,4408.1,4408.1,28.691570820000003,107867.86201822202,126475.31333164203,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8320818493228375,0.9455094031442117
high,392,2020-07-17 07:00:00,2020,7,17,Friday,summer,2020-07-17,8,4866.5,4866.5,30.41360928,121053.65783208,148007.82956112,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.6595088872906607,0.7622521319223261
high,393,2020-07-17 08:00:00,2020,7,17,Friday,summer,2020-07-17,9,5310.0,5310.0,30.84120348,134588.27372136002,163766.79047880002,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.5209039548022598,0.6150659133709981
high,394,2020-07-17 09:00:00,2020,7,17,Friday,summer,2020-07-17,10,5790.9,5790.9,30.91117344,149436.174448536,179003.51427369597,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.3946018753561624,0.4809442401008479
high,395,2020-07-17 10:00:00,2020,7,17,Friday,summer,2020-07-17,11,6189.6,6189.6,44.2559997,164796.01194294,273926.93574312,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.30476929042264445,0.38554995476282783
high,396,2020-07-17 11:00:00,2020,7,17,Friday,summer,2020-07-17,12,6579.4,6579.4,49.4648745,182532.14900531998,325449.19528529997,142917.04627998002,123_CT_1,Firm_CT,Gas_CT,0.0,False,0.22746755023254406,0.30346232179226074
high,397,2020-07-17 12:00:00,2020,7,17,Friday,summer,2020-07-17,13,6916.4,6916.4,50.8837098,199482.23964983996,351932.09046071995,152449.85081088002,301_CT_4,Firm_CT,Gas_CT,0.0,False,0.16765947602799147,0.239951419813776
high,398,2020-07-17 13:00:00,2020,7,17,Friday,summer,2020-07-17,14,7199.7,7199.7,51.0197625,213934.69620746997,367326.98407124996,153392.28786378,213_CT_1,Firm_CT,Gas_CT,0.0,False,0.12171340472519687,0.19116074280872808
high,399,2020-07-17 14:00:00,2020,7,17,Friday,summer,2020-07-17,15,7373.7,7373.7,55.31125338,222938.37934896597,407848.589048106,184910.20969914002,215_CT_4,Firm_CT,Gas_CT,0.0,False,0.0952439074006266,0.16305247026594527
high,400,2020-07-17 15:00:00,2020,7,17,Friday,summer,2020-07-17,16,7420.8,7420.8,55.31125338,225543.539383164,410453.749082304,184910.20969914002,215_CT_4,Firm_CT,Gas_CT,0.0,False,0.08829236739974133,0.155670547649849
high,401,2020-07-17 16:00:00,2020,7,17,Friday,summer,2020-07-17,17,7316.8,7316.8,51.90604866,219962.11030858802,379786.17683548806,159824.06652690002,307_CT_2,Firm_CT,Gas_CT,0.0,False,0.10376120708506442,0.17209709162475395
high,402,2020-07-17 17:00:00,2020,7,17,Friday,summer,2020-07-17,18,7018.2,7018.2,51.0197625,204674.60931371996,358066.8971775,153392.28786378,113_CT_2,Firm_CT,Gas_CT,0.0,False,0.15072240745490295,0.22196574620273002
high,403,2020-07-17 18:00:00,2020,7,17,Friday,summer,2020-07-17,19,6655.8,6655.8,49.4648745,186311.26541712,329228.3116971,142917.04627998002,123_CT_5,Firm_CT,Gas_CT,0.0,False,0.2133778058234923,0.2885002554163285
high,404,2020-07-17 19:00:00,2020,7,17,Friday,summer,2020-07-17,20,6440.8,6440.8,46.89542208,175936.345984524,302044.03453286405,126107.68854834003,322_CT_5,Firm_CT,Gas_CT,0.0,False,0.25388150540305543,0.3315116134641658
high,405,2020-07-17 20:00:00,2020,7,17,Friday,summer,2020-07-17,21,6114.8,6114.8,44.2559997,161485.66316538,270616.58696556,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.3207300320533786,0.40249885523647544
high,406,2020-07-17 21:00:00,2020,7,17,Friday,summer,2020-07-17,22,5607.2,5607.2,30.91117344,143757.791887608,173325.131712768,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.44029105435868177,0.5294621201312599
high,407,2020-07-17 22:00:00,2020,7,17,Friday,summer,2020-07-17,23,5121.8,5121.8,30.41360928,128818.25228126401,155772.424010304,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.5767894099730564,0.6744113397633644
high,408,2020-07-17 23:00:00,2020,7,17,Friday,summer,2020-07-17,24,4695.4,4695.4,28.691570820000003,116110.950314808,134718.401628228,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.719981258252758,0.8264684584912896
high,409,2020-07-18 00:00:00,2020,7,18,Saturday,summer,2020-07-18,1,4407.0,4407.0,28.691570820000003,107836.30129032,126443.75260374001,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8325391422736554,0.9459950079419106
high,410,2020-07-18 01:00:00,2020,7,18,Saturday,summer,2020-07-18,2,4207.8,4207.8,28.691570820000003,102120.940382976,120728.39169639602,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.9192927420504775,1.0381196824944152
high,411,2020-07-18 02:00:00,2020,7,18,Saturday,summer,2020-07-18,3,4046.8,4046.8,28.20955554,97545.075259212,114158.429359272,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9956508846495995,1.1192052980132448
high,412,2020-07-18 03:00:00,2020,7,18,Saturday,summer,2020-07-18,4,3944.6,3944.6,28.20955554,94662.05868302399,111275.412783084,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0473558789230846,1.1741114434923694
high,413,2020-07-18 04:00:00,2020,7,18,Saturday,summer,2020-07-18,5,3860.9,3860.9,28.20955554,92300.918884326,108914.272984386,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0917402678132042,1.2212437514569143
high,414,2020-07-18 05:00:00,2020,7,18,Saturday,summer,2020-07-18,6,3835.2,3835.2,28.20955554,91575.93330694799,108189.287407008,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.1057571964956194,1.2361284939507717
high,415,2020-07-18 06:00:00,2020,7,18,Saturday,summer,2020-07-18,7,4169.2,4169.2,28.691570820000003,101013.44574932399,119620.897062744,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.9370622661421857,1.0569893504749115
high,416,2020-07-18 07:00:00,2020,7,18,Saturday,summer,2020-07-18,8,4686.8,4686.8,28.691570820000003,115864.20280575601,134471.654119176,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7231373218400614,0.8298199197746863
high,417,2020-07-18 08:00:00,2020,7,18,Saturday,summer,2020-07-18,9,5233.2,5233.2,30.84120348,132219.669294096,161398.186051536,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.5432240311855079,0.6387678666972407
high,418,2020-07-18 09:00:00,2020,7,18,Saturday,summer,2020-07-18,10,5742.7,5742.7,30.91117344,147946.25588872802,177513.59571388797,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.40630713775750094,0.4933741968063803
high,419,2020-07-18 10:00:00,2020,7,18,Saturday,summer,2020-07-18,11,6164.8,6164.8,44.2559997,163698.46315038,272829.38695056,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.3100181676615623,0.3911237996366468
high,420,2020-07-18 11:00:00,2020,7,18,Saturday,summer,2020-07-18,12,6563.0,6563.0,49.4648745,181720.92506351997,324637.9713435,142917.04627998002,123_CT_1,Firm_CT,Gas_CT,0.0,False,0.23053481639494144,0.3067194880390065
high,421,2020-07-18 12:00:00,2020,7,18,Saturday,summer,2020-07-18,13,6834.5,6834.5,50.8837098,195314.86381721997,347764.7146281,152449.85081088002,301_CT_3,Firm_CT,Gas_CT,0.0,False,0.18165191308800943,0.254810154363889
high,422,2020-07-18 13:00:00,2020,7,18,Saturday,summer,2020-07-18,14,7048.8,7048.8,51.0197625,206235.81404621998,359628.10191,153392.28786378,113_CT_3,Firm_CT,Gas_CT,0.0,False,0.1457269322437862,0.2166609919418907
high,423,2020-07-18 14:00:00,2020,7,18,Saturday,summer,2020-07-18,15,7093.4,7093.4,51.0197625,208511.29545371997,361903.58331749996,153392.28786378,113_CT_4,Firm_CT,Gas_CT,0.0,False,0.13852313418106976,0.20901119350382058
high,424,2020-07-18 15:00:00,2020,7,18,Saturday,summer,2020-07-18,16,7043.4,7043.4,51.0197625,205960.30732871997,359352.5951925,153392.28786378,113_CT_3,Firm_CT,Gas_CT,0.0,False,0.1466053326518444,0.21759377573331062
high,425,2020-07-18 16:00:00,2020,7,18,Saturday,summer,2020-07-18,17,6889.1,6889.1,50.8837098,198093.11437229998,350542.96518318,152449.85081088002,301_CT_4,Firm_CT,Gas_CT,0.0,False,0.1722866557315179,0.24486507671539082
high,426,2020-07-18 17:00:00,2020,7,18,Saturday,summer,2020-07-18,18,6619.7,6619.7,49.4648745,184525.58344766998,327442.62972764997,142917.04627998002,123_CT_4,Firm_CT,Gas_CT,0.0,False,0.21999486381558087,0.29552698762783813
high,427,2020-07-18 18:00:00,2020,7,18,Saturday,summer,2020-07-18,19,6350.0,6350.0,44.2559997,171894.67429482,281025.59809499996,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.27181102362204723,0.3505511811023623
high,428,2020-07-18 19:00:00,2020,7,18,Saturday,summer,2020-07-18,20,6197.7,6197.7,44.2559997,165154.48554050998,274285.40934068995,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.303064039885764,0.38373912903173757
high,429,2020-07-18 20:00:00,2020,7,18,Saturday,summer,2020-07-18,21,5928.1,5928.1,40.20162924,153826.76378288402,238319.27829764402,84492.51451476001,315_CT_6,Firm_CT,Gas_CT,0.0,False,0.3623251969433714,0.44666925321772566
high,430,2020-07-18 21:00:00,2020,7,18,Saturday,summer,2020-07-18,22,5480.9,5480.9,30.84120348,139859.035396092,169037.552153532,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.47348063274279784,0.5647065263004252
high,431,2020-07-18 22:00:00,2020,7,18,Saturday,summer,2020-07-18,23,5031.9,5031.9,30.41360928,126084.068806992,153038.24053603198,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.6049603529481906,0.704326397583418
high,432,2020-07-18 23:00:00,2020,7,18,Saturday,summer,2020-07-18,24,4635.0,4635.0,28.691570820000003,114377.97943728001,132985.4307507,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7423948220064724,0.850269687162891
high,433,2020-07-19 00:00:00,2020,7,19,Sunday,summer,2020-07-19,1,4328.5,4328.5,28.691570820000003,105584.01298095,124191.46429437002,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8657733625967425,0.9812868199145199
high,434,2020-07-19 01:00:00,2020,7,19,Sunday,summer,2020-07-19,2,4083.2,4083.2,28.20955554,98571.90308086798,115185.25718092799,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9778605015673982,1.1003134796238245
high,435,2020-07-19 02:00:00,2020,7,19,Sunday,summer,2020-07-19,3,3918.2,3918.2,28.20955554,93917.32641676799,110530.680516828,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0611505283038132,1.1887601449645246
high,436,2020-07-19 03:00:00,2020,7,19,Sunday,summer,2020-07-19,4,3800.2,3800.2,28.20955554,90588.59886304798,107201.952963108,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.1251513078259041,1.2567233303510341
high,437,2020-07-19 04:00:00,2020,7,19,Sunday,summer,2020-07-19,5,3699.2,3699.2,28.092938940000003,87749.08960798799,103921.399726848,16172.310118860009,321_CC_1,Firm_CC,Gas_CC,0.0,False,1.183174740484429,1.3183391003460208
high,438,2020-07-19 05:00:00,2020,7,19,Sunday,summer,2020-07-19,6,3664.5,3664.5,28.092938940000003,86774.26462676999,102946.57474563002,16172.310118860009,321_CC_1,Firm_CC,Gas_CC,0.0,False,1.203847728203029,1.34029199072179
high,439,2020-07-19 06:00:00,2020,7,19,Sunday,summer,2020-07-19,7,3932.8,3932.8,28.20955554,94329.185927652,110942.540027712,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0534987794955248,1.180634662327095
high,440,2020-07-19 07:00:00,2020,7,19,Sunday,summer,2020-07-19,8,4385.7,4385.7,28.691570820000003,107225.17083185399,125832.622145274,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.841439222929065,0.9554461089449804
high,441,2020-07-19 08:00:00,2020,7,19,Sunday,summer,2020-07-19,9,4867.9,4867.9,30.41360928,121096.236885072,148050.40861411198,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.6590316152755811,0.7617453111197849
high,442,2020-07-19 09:00:00,2020,7,19,Sunday,summer,2020-07-19,10,5331.2,5331.2,30.84120348,135242.107235136,164420.623992576,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.5148559423769508,0.6086434573829533
high,443,2020-07-19 10:00:00,2020,7,19,Sunday,summer,2020-07-19,11,5754.4,5754.4,30.91117344,148307.916617976,177875.256443136,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.40344779646878925,0.49033782844432094
high,444,2020-07-19 11:00:00,2020,7,19,Sunday,summer,2020-07-19,12,6114.3,6114.3,44.2559997,161463.53516553,270594.45896571,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.32083803542515077,0.4026135452954549
high,445,2020-07-19 12:00:00,2020,7,19,Sunday,summer,2020-07-19,13,6369.2,6369.2,44.2559997,172744.38948905998,281875.31328923994,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.26797713998618344,0.34647993468567484
high,446,2020-07-19 13:00:00,2020,7,19,Sunday,summer,2020-07-19,14,6611.9,6611.9,49.4648745,184139.75742656997,327056.80370655,142917.04627998002,123_CT_4,Firm_CT,Gas_CT,0.0,False,0.22143408097521133,0.2970553093664454
high,447,2020-07-19 14:00:00,2020,7,19,Sunday,summer,2020-07-19,15,6791.4,6791.4,50.73210822,193125.65692528797,344542.03976530797,151416.38284002,207_CT_2,Firm_CT,Gas_CT,0.0,False,0.18915098506935246,0.262773507671467
high,448,2020-07-19 15:00:00,2020,7,19,Sunday,summer,2020-07-19,16,6811.9,6811.9,50.73210822,194165.66514379796,345582.047983818,151416.38284002,207_CT_2,Firm_CT,Gas_CT,0.0,False,0.18557230728577934,0.2589732673703373
high,449,2020-07-19 16:00:00,2020,7,19,Sunday,summer,2020-07-19,17,6712.8,6712.8,50.73210822,189138.11321919598,340554.49605921604,151416.38284002,207_CT_1,Firm_CT,Gas_CT,0.0,False,0.20307472291741147,0.2775592897151711
high,450,2020-07-19 17:00:00,2020,7,19,Sunday,summer,2020-07-19,18,6501.9,6501.9,46.89542208,178801.656273612,304909.344821952,126107.68854834003,322_CT_6,Firm_CT,Gas_CT,0.0,False,0.24209846352604636,0.318999061812701
high,451,2020-07-19 18:00:00,2020,7,19,Sunday,summer,2020-07-19,19,6261.8,6261.8,44.2559997,167991.29512128,277122.21892146,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.2897249992015076,0.36957424382765325
high,452,2020-07-19 19:00:00,2020,7,19,Sunday,summer,2020-07-19,20,6172.9,6172.9,44.2559997,164056.93674794998,273187.86054812995,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.3082991786680491,0.38929838487582824
high,453,2020-07-19 20:00:00,2020,7,19,Sunday,summer,2020-07-19,21,5934.9,5934.9,40.20162924,154100.13486171598,238592.649376476,84492.51451476001,315_CT_6,Firm_CT,Gas_CT,0.0,False,0.36076429257443277,0.4450117103910767
high,454,2020-07-19 21:00:00,2020,7,19,Sunday,summer,2020-07-19,22,5507.8,5507.8,30.84120348,140688.663769704,169867.18052714402,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.46628417880097306,0.5570645266712662
high,455,2020-07-19 22:00:00,2020,7,19,Sunday,summer,2020-07-19,23,5052.7,5052.7,30.41360928,126716.671880016,153670.843609056,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.5983533556316425,0.6973103489223584
high,456,2020-07-19 23:00:00,2020,7,19,Sunday,summer,2020-07-19,24,4695.6,4695.6,28.691570820000003,116116.68862897201,134724.139942392,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7199079989777664,0.8263906635999658
high,457,2020-07-20 00:00:00,2020,7,20,Monday,summer,2020-07-20,1,4432.3,4432.3,28.691570820000003,108562.198032066,127169.64934548602,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8220788304040791,0.9348870789432122
high,458,2020-07-20 01:00:00,2020,7,20,Monday,summer,2020-07-20,2,4205.5,4205.5,28.691570820000003,102054.94977009,120662.40108351,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.9203424087504459,1.0392343359885863
high,459,2020-07-20 02:00:00,2020,7,20,Monday,summer,2020-07-20,3,4089.0,4089.0,28.20955554,98735.518503,115348.87260306,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9750550256786501,1.0973343115676206
high,460,2020-07-20 03:00:00,2020,7,20,Monday,summer,2020-07-20,4,4074.2,4074.2,28.20955554,98318.017081008,114931.371181068,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9822296401747583,1.104953119630848
high,461,2020-07-20 04:00:00,2020,7,20,Monday,summer,2020-07-20,5,4150.8,4150.8,28.691570820000003,100485.520846236,119092.97215965601,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.9456490315119976,1.066107738267322
high,462,2020-07-20 05:00:00,2020,7,20,Monday,summer,2020-07-20,6,4286.5,4286.5,28.691570820000003,104378.96700651,122986.41831993002,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8840545899918348,1.0006998716901903
high,463,2020-07-20 06:00:00,2020,7,20,Monday,summer,2020-07-20,7,4637.0,4637.0,28.691570820000003,114435.36257892,133042.81389234003,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7416433038602546,0.8494716411472936
high,464,2020-07-20 07:00:00,2020,7,20,Monday,summer,2020-07-20,8,5069.1,5069.1,30.41360928,127215.45507220802,154169.626801248,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.5931822216961589,0.6918190605827463
high,465,2020-07-20 08:00:00,2020,7,20,Monday,summer,2020-07-20,9,5484.7,5484.7,30.84120348,139976.231969316,169154.748726756,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.4724597516728355,0.5636224406075081
high,466,2020-07-20 09:00:00,2020,7,20,Monday,summer,2020-07-20,10,5902.5,5902.5,30.91117344,152885.86140444002,182453.2012296,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.36823379923761124,0.45294366793731466
high,467,2020-07-20 10:00:00,2020,7,20,Monday,summer,2020-07-20,11,6287.8,6287.8,44.2559997,169141.95111348003,278272.87491366,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.2843919972009288,0.36391106587359645
high,468,2020-07-20 11:00:00,2020,7,20,Monday,summer,2020-07-20,12,6639.0,6639.0,49.4648745,185480.25552551998,328397.3018055,142917.04627998002,123_CT_4,Firm_CT,Gas_CT,0.0,False,0.21644826028016273,0.2917608073505047
high,469,2020-07-20 12:00:00,2020,7,20,Monday,summer,2020-07-20,13,6900.4,6900.4,50.8837098,198668.10029303996,351117.95110391994,152449.85081088002,301_CT_4,Firm_CT,Gas_CT,0.0,False,0.17036693525013047,0.24282650281143137
high,470,2020-07-20 13:00:00,2020,7,20,Monday,summer,2020-07-20,14,7119.2,7119.2,51.0197625,209827.60532622,363219.89319,153392.28786378,113_CT_4,Firm_CT,Gas_CT,0.0,False,0.13439712327227782,0.20462973367794146
high,471,2020-07-20 14:00:00,2020,7,20,Monday,summer,2020-07-20,15,7234.1,7234.1,51.0197625,215689.77603747003,369082.06390125,153392.28786378,213_CT_2,Firm_CT,Gas_CT,0.0,False,0.11637936992853293,0.1854964681162825
high,472,2020-07-20 15:00:00,2020,7,20,Monday,summer,2020-07-20,16,7216.4,7216.4,51.0197625,214786.72624121996,368179.01410499995,153392.28786378,213_CT_2,Firm_CT,Gas_CT,0.0,False,0.1191175655451473,0.18840419045507462
high,473,2020-07-20 16:00:00,2020,7,20,Monday,summer,2020-07-20,17,7052.2,7052.2,51.0197625,206409.28123871997,359801.5691025,153392.28786378,113_CT_3,Firm_CT,Gas_CT,0.0,False,0.1451745554578714,0.21607441649414372
high,474,2020-07-20 17:00:00,2020,7,20,Monday,summer,2020-07-20,18,6756.5,6756.5,50.73210822,191355.10634841,342771.48918843,151416.38284002,207_CT_1,Firm_CT,Gas_CT,0.0,False,0.1952934211500037,0.2692962332568638
high,475,2020-07-20 18:00:00,2020,7,20,Monday,summer,2020-07-20,19,6536.0,6536.0,46.89542208,180400.79016654,306508.47871488,126107.68854834003,322_CT_6,Firm_CT,Gas_CT,0.0,False,0.23561811505507957,0.31211750305997543
high,476,2020-07-20 19:00:00,2020,7,20,Monday,summer,2020-07-20,20,6496.2,6496.2,46.89542208,178534.352367756,304642.040916096,126107.68854834003,322_CT_6,Firm_CT,Gas_CT,0.0,False,0.24318832548258995,0.32015639912564264
high,477,2020-07-20 20:00:00,2020,7,20,Monday,summer,2020-07-20,21,6049.8,6049.8,40.20162924,158719.302061392,243211.81657615202,84492.51451476001,315_CT_8,Firm_CT,Gas_CT,0.0,False,0.3349201626500049,0.41756752289331867
high,478,2020-07-20 21:00:00,2020,7,20,Monday,summer,2020-07-20,22,5432.4,5432.4,30.84120348,138363.237027312,167541.75378475199,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.4866357411089022,0.5786760915985569
high,479,2020-07-20 22:00:00,2020,7,20,Monday,summer,2020-07-20,23,4918.7,4918.7,30.41360928,122641.248236496,149595.41996553598,26954.17172903999,213_CC_3,Firm_CC,Gas_CC,0.0,False,0.641897249273182,0.7435501250330372
high,480,2020-07-20 23:00:00,2020,7,20,Monday,summer,2020-07-20,24,4584.4,4584.4,28.691570820000003,112926.185953788,131533.637267208,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7616263851321876,0.8706919117005498
high,481,2020-07-21 00:00:00,2020,7,21,Tuesday,summer,2020-07-21,1,4334.9,4334.9,28.691570820000003,105767.63903419799,124375.090347618,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.8630187547578954,0.9783616692426587
high,482,2020-07-21 01:00:00,2020,7,21,Tuesday,summer,2020-07-21,2,4131.7,4131.7,28.20955554,99940.066524558,116553.420624618,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9546433671370138,1.0756589297383643
high,483,2020-07-21 02:00:00,2020,7,21,Tuesday,summer,2020-07-21,3,4011.4,4011.4,28.20955554,96546.456993096,113159.81109315601,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0132622027222418,1.1379069651493245
high,484,2020-07-21 03:00:00,2020,7,21,Tuesday,summer,2020-07-21,4,3994.7,3994.7,28.20955554,96075.35741557798,112688.711515638,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,1.0216787243097105,1.1468445690539966
high,485,2020-07-21 04:00:00,2020,7,21,Tuesday,summer,2020-07-21,5,4068.2,4068.2,28.20955554,98148.759747768,114762.11384782799,16613.354100060005,118_CC_1,Firm_CC,Gas_CC,0.0,False,0.9851531389803845,1.1080576176195862
high,486,2020-07-21 05:00:00,2020,7,21,Tuesday,summer,2020-07-21,6,4205.9,4205.9,28.691570820000003,102066.42639841799,120673.877711838,18607.451313420013,323_CC_1,Firm_CC,Gas_CC,0.0,False,0.9201597755533895,1.0390403956347036
high,487,2020-07-21 06:00:00,2020,7,21,Tuesday,summer,2020-07-21,7,4518.9,4518.9,28.691570820000003,111046.88806507799,129654.339378498,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.7871605921795128,0.8978069884263871
high,488,2020-07-21 07:00:00,2020,7,21,Tuesday,summer,2020-07-21,8,4844.9,4844.9,28.691570820000003,120400.34015239798,139007.791465818,18607.451313420013,323_CC_2,Firm_CC,Gas_CC,0.0,False,0.6669074697104174,0.7701087741749058
high,489,2020-07-21 08:00:00,2020,7,21,Tuesday,summer,2020-07-21,9,5378.7,5378.7,30.84120348,136707.064400436,165885.581157876,29178.51675744001,313_CC_1,Firm_CC,Gas_CC,0.0,False,0.5014780523174744,0.594437317567442
high,490,2020-07-21 09:00:00,2020,7,21,Tuesday,summer,2020-07-21,10,5795.1,5795.1,30.91117344,149566.00137698403,179133.34120214402,29567.339825159987,318_CC_1,Firm_CC,Gas_CC,0.0,False,0.3935911373401666,0.47987092543700705
high,491,2020-07-21 10:00:00,2020,7,21,Tuesday,summer,2020-07-21,11,6194.9,6194.9,44.2559997,165030.56874134997,274161.49254152994,109130.92380017998,218_CC_1,Firm_CC,Gas_CC,0.0,False,0.3036530048911201,0.3843645579428241
high,492,2020-07-21 11:00:00,2020,7,21,Tuesday,summer,2020-07-21,12,6569.5,6569.5,49.4648745,182042.44674776998,324959.49302775,142917.04627998002,123_CT_1,Firm_CT,Gas_CT,0.0,False,0.2293172996422863,0.3054265925869548
high,493,2020-07-21 12:00:00,2020,7,21,Tuesday,summer,2020-07-21,13,6838.4,6838.4,50.8837098,195513.31028543995,347963.16109631996,152449.85081088002,301_CT_3,Firm_CT,Gas_CT,0.0,False,0.18097800655124008,0.2540945250350959
high,494,2020-07-21 13:00:00,2020,7,21,Tuesday,summer,2020-07-21,14,7070.8,7070.8,51.0197625,207358.24882121998,360750.536685,153392.28786378,113_CT_3,Firm_CT,Gas_CT,0.0,False,0.1421621315834134,0.2128754879221586
high,495,2020-07-21 14:00:00,2020,7,21,Tuesday,summer,2020-07-21,15,7229.8,7229.8,51.0197625,215470.39105872,368862.6789225,153392.28786378,213_CT_2,Firm_CT,Gas_CT,0.0,False,0.11704334836371677,0.18620155467647792
high,496,2020-07-21 15:00:00,2020,7,21,Tuesday,summer,2020-07-21,16,7296.0,7296.0,51.90604866,218882.46449646,378706.53102336003,159824.06652690002,307_CT_1,Firm_CT,Gas_CT,0.0,False,0.10690789473684204,0.17543859649122817
